Year,LocationAbbr,LocationDesc,TopicDesc,Gender,Race,Age,Education
2012,NH,New Hampshire,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,NE,Nebraska,  Adults,Overall,Hispanic,All Ages,All Grades
2018,PR,Puerto Rico,  Adults,Overall,All Races,45 to 64 Years,All Grades
2018,CO,Colorado,  Adults,Female,All Races,All Ages,All Grades
2013-2014,WV,West Virginia,  Adults,Overall,African American,All Ages,All Grades
2011-2012,WA,Washington,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,MA,Massachusetts,  Adults,Overall,All Races,65 Years and Older,All Grades
2018,AR,Arkansas,E-  Adults,Male,All Races,All Ages,All Grades
2017,TN,Tennessee,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018-2019,WI,Wisconsin,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2019,KY,Kentucky,  Adults,Overall,African American,All Ages,All Grades
2015,NE,Nebraska,  Adults,Female,All Races,All Ages,All Grades
2017,DE,Delaware,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,MO,Missouri,  Adults,Female,All Races,All Ages,All Grades
2016,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2014,NE,Nebraska,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2012,IL,Illinois,  Adults,Female,All Races,18 to 44 Years,All Grades
2013,NJ,New Jersey,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2012-2013,MO,Missouri,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,WA,Washington,  Adults,Male,All Races,All Ages,All Grades
2017,CO,Colorado,  Adults,Male,All Races,All Ages,All Grades
2014,UT,Utah,  Adults,Overall,All Races,45 to 64 Years,All Grades
2017,WV,West Virginia,E-  Adults,Male,All Races,All Ages,All Grades
2013,NE,Nebraska,  Adults,Overall,All Races,All Ages,All Grades
2016-2017,CA,California,E-  Adults,Overall,White,All Ages,All Grades
2011-2012,PA,Pennsylvania,  Adults,Overall,African American,All Ages,All Grades
2018,KY,Kentucky,  Adults,Overall,All Races,All Ages,All Grades
2018,AR,Arkansas,  Adults,Overall,White,All Ages,All Grades
2016,ID,Idaho,  Adults,Female,All Races,All Ages,All Grades
2019,TN,Tennessee,  Adults,Overall,White,All Ages,All Grades
2016,TN,Tennessee,  Adults,Female,All Races,All Ages,All Grades
2019,MN,Minnesota,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,DC,District of Columbia,  Adults,Overall,All Races,45 to 64 Years,All Grades
2011,HI,Hawaii,  Adults,Overall,All Races,All Ages,All Grades
2013,MS,Mississippi, Adults,Female,All Races,All Ages,All Grades
2016,FL,Florida,  Adults,Overall,All Races,All Ages,All Grades
2013,NV,Nevada,  Adults,Female,All Races,All Ages,All Grades
2017,IA,Iowa,E-  Adults,Overall,All Races,All Ages,All Grades
2019,ID,Idaho,  Adults,Overall,African American,All Ages,All Grades
2011,AZ,Arizona, Adults,Male,All Races,All Ages,All Grades
2019,NH,New Hampshire, Adults,Overall,All Races,All Ages,All Grades
2011,WY,Wyoming, Adults,Overall,All Races,All Ages,All Grades
2014-2015,NM,New Mexico,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,IN,Indiana,  Adults,Overall,All Races,All Ages,All Grades
2019,NY,New York,  Adults,Overall,All Races,All Ages,All Grades
2016,NH,New Hampshire, Adults,Overall,All Races,All Ages,All Grades
2019,DC,District of Columbia, Adults,Female,All Races,All Ages,All Grades
2013,MO,Missouri,  Adults,Male,All Races,All Ages,All Grades
2017-2018,DC,District of Columbia,  Adults,Overall,African American,All Ages,All Grades
2019,GA,Georgia,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,NJ,New Jersey,  Adults,Overall,White,All Ages,All Grades
2017,AL,Alabama,E-  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2013-2014,TX,Texas,  Adults,Overall,Hispanic,All Ages,All Grades
2014,MT,Montana,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,DC,District of Columbia,  Adults,Overall,Hispanic,All Ages,All Grades
2018,DE,Delaware,  Adults,Overall,All Races,65 Years and Older,All Grades
2011,VT,Vermont,  Adults,Overall,White,All Ages,All Grades
2015,VT,Vermont,  Adults,Overall,All Races,All Ages,All Grades
2014,MS,Mississippi,  Adults,Female,All Races,All Ages,All Grades
2019,IL,Illinois,  Adults,Overall,All Races,All Ages,All Grades
2013,IA,Iowa,  Adults,Male,All Races,All Ages,All Grades
2017,NY,New York,E-  Adults,Overall,All Races,25 to 44 Years,All Grades
2012,WY,Wyoming,  Adults,Female,All Races,18 to 44 Years,All Grades
2012,OH,Ohio,  Adults,Overall,All Races,18 to 24 Years,All Grades
2018,IN,Indiana,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,MO,Missouri,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,NJ,New Jersey,  Adults,Overall,All Races,All Ages,All Grades
2016,WA,Washington,  Adults,Overall,African American,All Ages,All Grades
2015,TX,Texas,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2016,NJ,New Jersey,  Adults,Overall,African American,All Ages,All Grades
2016,MI,Michigan,E-  Adults,Overall,All Races,25 to 44 Years,All Grades
2014-2015,GU,Guam,  Adults,Overall,African American,All Ages,All Grades
2012,NE,Nebraska,  Adults,Male,All Races,All Ages,All Grades
2012,OK,Oklahoma,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014,GU,Guam,  Adults,Overall,All Races,All Ages,All Grades
2016-2017,WV,West Virginia,E-  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,VA,Virginia,E-  Adults,Female,All Races,All Ages,All Grades
2018,PR,Puerto Rico,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2017,TN,Tennessee,  Adults,Overall,All Races,All Ages,All Grades
2018,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,AK,Alaska,  Adults,Overall,African American,All Ages,All Grades
2013,NJ,New Jersey,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,TX,Texas,  Adults,Overall,Hispanic,All Ages,All Grades
2012,HI,Hawaii,  Adults,Male,All Races,All Ages,All Grades
2013,FL,Florida,  Adults,Overall,All Races,All Ages,All Grades
2011,NH,New Hampshire,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,GU,Guam,  Adults,Overall,Hispanic,All Ages,All Grades
2019,ND,North Dakota,  Adults,Female,All Races,All Ages,All Grades
2011,TX,Texas,  Adults,Overall,All Races,All Ages,All Grades
2014,ND,North Dakota,  Adults,Overall,All Races,18 to 24 Years,All Grades
2019,OH,Ohio,  Adults,Overall,All Races,45 to 64 Years,All Grades
2014,MT,Montana,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2018,SD,South Dakota,E-  Adults,Female,All Races,All Ages,All Grades
2016,NM,New Mexico, Adults,Female,All Races,All Ages,All Grades
2019,WI,Wisconsin,  Adults,Male,All Races,All Ages,All Grades
2017,ND,North Dakota, Adults,Female,All Races,All Ages,All Grades
2014,MD,Maryland,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2019,AL,Alabama,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,GA,Georgia,E-  Adults,Male,All Races,All Ages,All Grades
2017,GA,Georgia,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,MD,Maryland,  Adults,Female,All Races,All Ages,All Grades
2018,RI,Rhode Island,E-  Adults,Overall,All Races,All Ages,All Grades
2016,NH,New Hampshire,  Adults,Female,All Races,All Ages,All Grades
2018,MO,Missouri, Adults,Overall,All Races,All Ages,All Grades
2017,ME,Maine,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2016,MI,Michigan,E-  Adults,Female,All Races,All Ages,All Grades
2012,MS,Mississippi,  Adults,Overall,African American,All Ages,All Grades
2018,OH,Ohio,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,LA,Louisiana,  Adults,Female,All Races,All Ages,All Grades
2018-2019,NJ,New Jersey,  Adults,Overall,Hispanic,All Ages,All Grades
2011,AL,Alabama,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2015-2016,IL,Illinois,  Adults,Overall,African American,All Ages,All Grades
2011,NE,Nebraska,  Adults,Female,All Races,All Ages,All Grades
2018,MA,Massachusetts,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2011,NY,New York,  Adults,Female,All Races,All Ages,All Grades
2011,WA,Washington,  Adults,Female,All Races,18 to 44 Years,All Grades
2019,MA,Massachusetts,  Adults,Overall,All Races,All Ages,All Grades
2014,MD,Maryland,  Adults,Overall,Hispanic,All Ages,All Grades
2013-2014,MA,Massachusetts,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2017,RI,Rhode Island,E-  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2016,AR,Arkansas,  Adults,Overall,All Races,All Ages,All Grades
2018,TN,Tennessee,  Adults,Overall,All Races,All Ages,All Grades
2016,DE,Delaware,E-  Adults,Male,All Races,All Ages,All Grades
2017,TX,Texas,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2018,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2017,ME,Maine,E-  Adults,Overall,All Races,45 to 64 Years,All Grades
2012,RI,Rhode Island,  Adults,Overall,All Races,All Ages,All Grades
2016,LA,Louisiana,E-  Adults,Female,All Races,All Ages,All Grades
2012,LA,Louisiana,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014-2015,CO,Colorado,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,HI,Hawaii,  Adults,Female,All Races,All Ages,All Grades
2017,WY,Wyoming,  Adults,Female,All Races,All Ages,All Grades
2011,NC,North Carolina,  Adults,Overall,All Races,All Ages,All Grades
2018,AK,Alaska,E-  Adults,Overall,All Races,65 Years and Older,All Grades
2019,MS,Mississippi,  Adults,Male,All Races,All Ages,All Grades
2019,AK,Alaska,  Adults,Female,All Races,All Ages,All Grades
2015,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2015,MS,Mississippi,  Adults,Female,All Races,All Ages,All Grades
2014,AZ,Arizona,  Adults,Male,All Races,All Ages,All Grades
2017,MA,Massachusetts,  Adults,Male,All Races,All Ages,All Grades
2012,FL,Florida,  Adults,Male,All Races,All Ages,All Grades
2016,NY,New York,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,AK,Alaska,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2019,MA,Massachusetts,  Adults,Male,All Races,All Ages,All Grades
2018,HI,Hawaii,  Adults,Overall,All Races,All Ages,All Grades
2018,VA,Virginia,  Adults,Overall,All Races,65 Years and Older,All Grades
2018,SD,South Dakota,  Adults,Overall,African American,All Ages,All Grades
2013,NC,North Carolina,  Adults,Female,All Races,All Ages,All Grades
2017,CO,Colorado,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,NH,New Hampshire,E-  Adults,Overall,All Races,45 to 64 Years,All Grades
2011-2012,CO,Colorado,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,MA,Massachusetts,E-  Adults,Overall,All Races,18 to 24 Years,All Grades
2019,OR,Oregon,  Adults,Male,All Races,All Ages,All Grades
2011,RI,Rhode Island,  Adults,Overall,White,All Ages,All Grades
2017,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2018,ND,North Dakota,E-  Adults,Overall,All Races,All Ages,All Grades
2015,RI,Rhode Island,  Adults,Male,All Races,All Ages,All Grades
2013,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2011,WY,Wyoming,  Adults,Male,All Races,All Ages,All Grades
2014,OH,Ohio,  Adults,Overall,All Races,All Ages,All Grades
2016,WI,Wisconsin,  Adults,Male,All Races,All Ages,All Grades
2012,NM,New Mexico,  Adults,Overall,All Races,All Ages,All Grades
2015,MS,Mississippi,  Adults,Male,All Races,All Ages,All Grades
2019,CO,Colorado,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,RI,Rhode Island,  Adults,Female,All Races,All Ages,All Grades
2016,NV,Nevada,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2017,ME,Maine,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Male,All Races,All Ages,All Grades
2016,TX,Texas, Adults,Female,All Races,All Ages,All Grades
2015,NH,New Hampshire, Adults,Female,All Races,All Ages,All Grades
2012,WV,West Virginia,  Adults,Overall,All Races,All Ages,All Grades
2011-2012,TX,Texas,  Adults,Overall,African American,All Ages,All Grades
2015-2016,MT,Montana,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,ME,Maine,  Adults,Overall,Hispanic,All Ages,All Grades
2013,NY,New York,  Adults,Female,All Races,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2013,NJ,New Jersey,  Adults,Female,All Races,All Ages,All Grades
2019,HI,Hawaii,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012-2013,NJ,New Jersey,  Adults,Overall,White,All Ages,All Grades
2012,AZ,Arizona,  Adults,Female,All Races,18 to 44 Years,All Grades
2015-2016,WV,West Virginia,  Adults,Overall,African American,All Ages,All Grades
2016,OH,Ohio,  Adults,Male,All Races,All Ages,All Grades
2011,NE,Nebraska,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2012,KY,Kentucky,  Adults,Overall,All Races,All Ages,All Grades
2015,ID,Idaho,  Adults,Female,All Races,18 to 44 Years,All Grades
2013,NJ,New Jersey,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2017,ID,Idaho,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,NH,New Hampshire,  Adults,Male,All Races,All Ages,All Grades
2014-2015,MN,Minnesota,  Adults,Overall,White,All Ages,All Grades
2012,NH,New Hampshire,  Adults,Female,All Races,All Ages,All Grades
2017,NJ,New Jersey,E-  Adults,Female,All Races,All Ages,All Grades
2013,ME,Maine,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2018,MO,Missouri,  Adults,Overall,All Races,18 to 24 Years,All Grades
2016,AZ,Arizona,  Adults,Male,All Races,All Ages,All Grades
2013,TN,Tennessee,  Adults,Overall,All Races,All Ages,All Grades
2011,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2017,NV,Nevada,  Adults,Female,All Races,All Ages,All Grades
2014,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2012,NH,New Hampshire,  Adults,Female,All Races,All Ages,All Grades
2012,DC,District of Columbia,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,UT,Utah,  Adults,Overall,All Races,All Ages,All Grades
2011-2012,NM,New Mexico,  Adults,Overall,African American,All Ages,All Grades
2013,OH,Ohio,  Adults,Overall,All Races,65 Years and Older,All Grades
2019,ME,Maine,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,FL,Florida,  Adults,Overall,All Races,All Ages,All Grades
2016,IN,Indiana,E-  Adults,Overall,White,All Ages,All Grades
2019,ND,North Dakota,  Adults,Overall,African American,All Ages,All Grades
2012,SD,South Dakota,  Adults,Male,All Races,All Ages,All Grades
2019,FL,Florida,  Adults,Overall,All Races,65 Years and Older,All Grades
2018,AL,Alabama,  Adults,Male,All Races,All Ages,All Grades
2017-2018,OH,Ohio,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,MT,Montana, Adults,Male,All Races,All Ages,All Grades
2011,FL,Florida,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2012,NV,Nevada,  Adults,Overall,All Races,45 to 64 Years,All Grades
2012,IL,Illinois,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,DC,District of Columbia,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2011-2012,KY,Kentucky,  Adults,Overall,African American,All Ages,All Grades
2017,NY,New York,  Adults,Overall,All Races,45 to 64 Years,All Grades
2012,NE,Nebraska,  Adults,Female,All Races,All Ages,All Grades
2012,MA,Massachusetts,  Adults,Overall,All Races,65 Years and Older,All Grades
2012,KY,Kentucky,  Adults,Female,All Races,18 to 44 Years,All Grades
2015-2016,CT,Connecticut,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,KY,Kentucky,  Adults,Female,All Races,All Ages,All Grades
2018-2019,UT,Utah,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,MT,Montana,  Adults,Overall,White,All Ages,All Grades
2016,KY,Kentucky, Adults,Female,All Races,All Ages,All Grades
2016-2017,MT,Montana,E-  Adults,Overall,White,All Ages,All Grades
2014,ME,Maine,  Adults,Female,All Races,All Ages,All Grades
2016,FL,Florida,E-  Adults,Overall,All Races,45 to 64 Years,All Grades
2017,IL,Illinois,E-  Adults,Female,All Races,All Ages,All Grades
2016,SC,South Carolina,E-  Adults,Overall,All Races,All Ages,All Grades
2012,TX,Texas,  Adults,Overall,White,All Ages,All Grades
2014,IA,Iowa,  Adults,Overall,All Races,All Ages,All Grades
2016,KY,Kentucky,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2019,AR,Arkansas,  Adults,Female,All Races,18 to 44 Years,All Grades
2017,GU,Guam,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,SD,South Dakota,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,WY,Wyoming,  Adults,Overall,African American,All Ages,All Grades
2011,NJ,New Jersey,  Adults,Female,All Races,18 to 44 Years,All Grades
2011,MN,Minnesota,  Adults,Male,All Races,All Ages,All Grades
2017,NY,New York,E-  Adults,Female,All Races,All Ages,All Grades
2013,NC,North Carolina,  Adults,Male,All Races,All Ages,All Grades
2011,ND,North Dakota,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2019,AZ,Arizona,  Adults,Overall,Hispanic,All Ages,All Grades
2013,KY,Kentucky,  Adults,Female,All Races,All Ages,All Grades
2015,MN,Minnesota,  Adults,Overall,All Races,45 to 64 Years,All Grades
2014,TX,Texas,  Adults,Overall,All Races,18 to 24 Years,All Grades
2016,GA,Georgia,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2015,KS,Kansas,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,DE,Delaware,  Adults,Male,All Races,All Ages,All Grades
2019,SC,South Carolina,  Adults,Overall,All Races,All Ages,All Grades
2019,RI,Rhode Island,  Adults,Male,All Races,All Ages,All Grades
2012,MN,Minnesota,  Adults,Overall,All Races,45 to 64 Years,All Grades
2011,VA,Virginia,  Adults,Male,All Races,All Ages,All Grades
2017-2018,MO,Missouri,E-  Adults,Overall,Hispanic,All Ages,All Grades
2011-2012,CO,Colorado,  Adults,Overall,African American,All Ages,All Grades
2018,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2015,GU,Guam,  Adults,Overall,Hispanic,All Ages,All Grades
2011-2012,RI,Rhode Island,  Adults,Overall,White,All Ages,All Grades
2014,MA,Massachusetts,  Adults,Overall,All Races,All Ages,All Grades
2017,OK,Oklahoma,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,SC,South Carolina,  Adults,Female,All Races,All Ages,All Grades
